,County,Baseline_R,Baseline_D,2022_SSe_D,2022_SSe_R,2022_Sen_D,2022_Sen_R,2022_Sen_O,2022_Sup_D,2022_Sup_R,2022_Sos_D,2022_Sos_R,2022_LtG_D,2022_LtG_R,2022_Lab_D,2022_Lab_R,2022_Ins_D,2022_Ins_R,2022_Gov_D,2022_Gov_R,2022_Gov_O,2022_Ag_D,2022_Ag_R,2022_Ag_O,2021_Psc_D,2021_Psc_R,2021_Sen_D,2021_Sen_R,2018_SPs_D,2018_SPs_R,2018_SSo_D,2018_SSo_R,2018_Sup_D,2018_Sup_R,2018_LtG_D,2018_LtG_R,2018_Gov_D,2018_Gov_R,2018_Ag_D,2018_Ag_R,2020_Hou_D,2020_Hou_R,2020_Pre_D,2020_Pre_R,2020_Sen_D,2020_Sen_R,2020_Psc_D,2020_Psc_R,2016_Psc_D,2016_Psc_R,2016_Sen_D,2016_Sen_R,2016_Pre_D,2016_Pre_R,2014_Psc_D,2014_Psc_R,2014_Psc_O,2014_Sen_D,2014_Sen_R,2014_Sen_O,2014_Sos_D,2014_Sos_R,2014_LtG_D,2014_LtG_R,2014_Ins_D,2014_Ins_R,2014_Ins_O,2014_Gov_D,2014_Gov_R,2014_Gov_O,2014_Ag_D,2014_Ag_R,2014_Agr_D,2014_Agr_R,2012_Psc_D,2012_Psc_R,2012_Pre_D,2012_Pre_R,2010_Ag_D,2010_Ag_R,2010_Ag_O,2010_LtG_D,2010_LtG_R,2010_Gov_D,2010_Gov_R,2010_Gov_O,2010_Sen_D,2010_Sen_R,2008_Pre_D,2008_Pre_R,2008_Sen_D,2008_Sen_R,2008_Psc_D,2008_Psc_R,2008_Hou_D,2008_Hou_R,2006_Gov_D,2006_Gov_R,2006_LtG_D,2006_LtG_R,2006_Sos_D,2006_Sos_R,2006_Agr_D,2006_Agr_R,2006_Ins_D,2006_Ins_R,2006_Sup_D,2006_Sup_R,2006_Psc_D,2006_Psc_R,2024_Gue_D,2024_Gue_R,2028_Gue_D,2028_Gue_R,Baseline_O,Population 2020,VAP,Number of Households,Percent White VAP,Percent Black VAP,Percent Asian VAP,Percent Native VAP,Percent Latino VAP,Percent High School Attainment,Percent Bachelors Attainment,Percent Graduate Attainment,Percent Senior VAP,Percent Income <25k Households,Percent Income 25-50k Households,Percent Income 50-100k Households,Percent Income 100-200k Households,Percent Income >200k Households,Population Density (Per Square KM)
0,Appling,6652,1566.0,1222,5043,1260,5344,16,1137,5459,1034,5357,1117,5396,1133,5403,1135,5447,1131,5552,2,1158,5396,6,1518,5629,1596,5690,545,2175,624,2129,1301,5313,1266,5120,1358,5428,1384,5178,1690,6335,1779,6526,1753,6306,3233,12218,804,5419,1187,5169,1434,5493,973,3250,72,1059,3298,24,982,3382,943,3406,981,3262,42,1124,3192,34,997,3364,1003,3370,1630,4648,1758,5233,1416,3266,243,1405,3447,1430,3515,98,1126,3785,924,3413,1155,2887,1243,2374,868,3312,1102,2287,1116,2190,1123,2025,1770,1575,905,2451,947,2335,1079,2089,1748,6557,1756,6549,103.0,18444,13958,6681,0.7378564264221236,0.17488178822180828,0.0078807852127812,0.00487175813153747,0.08009743516263075,0.6844820174810144,0.07830634761427138,0.028585757271815445,0.22574867459521422,0.3502469690166143,0.21463852716659182,0.252956144289777,0.14892980092800479,0.003891632989073492,0.014010779275532412
1,Atkinson,2317,693.0,485,1524,501,1708,2,452,1729,422,1667,439,1710,446,1708,455,1717,467,1766,0,468,1686,9,706,1875,722,1925,177,662,192,660,595,1813,578,1724,636,1875,642,1768,703,2200,824,2300,773,2271,1362,4328,397,1776,596,1677,696,1877,485,1024,24,502,1073,41,487,1077,470,1086,472,1018,45,565,1007,35,491,1059,486,1085,817,1661,931,1938,587,800,11,475,897,498,921,11,388,981,460,1035,571,799,558,631,408,920,495,617,448,622,451,596,585,509,357,723,360,708,418,616,758,2366,674,2450,38.0,8286,6129,2933,0.664382444118127,0.14798498939468102,0.0019579050416054823,0.008321096426823299,0.20916952194485233,0.5687714145863926,0.09136890194158917,0.038342307064774026,0.18534834393865232,0.25230139788612344,0.3682236617797477,0.2478690760313672,0.1131946812137743,0.0034094783498124785,0.009334928585430481
2,Bacon,4193,575.0,441,3047,458,3204,11,386,3270,357,3177,390,3227,378,3232,385,3264,393,3311,0,404,3236,2,536,3512,559,3573,174,1348,204,1335,471,3261,468,3119,489,3321,515,3185,554,3909,625,4017,591,3930,1078,7557,352,3107,474,3046,608,3363,318,1754,69,395,1769,37,357,1838,355,1811,356,1751,37,440,1679,43,374,1801,385,1799,611,2613,790,3092,603,1676,43,536,1768,689,1717,23,456,1891,435,1374,515,1131,496,940,365,1337,780,916,603,996,614,873,902,731,431,1177,455,1130,542,949,495,4147,517,4125,63.0,11140,8310,3906,0.7774969915764139,0.14127557160048135,0.003971119133574007,0.0016847172081829122,0.06582430806257521,0.7330926594464501,0.09855595667870036,0.04969915764139591,0.21179302045728038,0.2951868919610855,0.26216077828981055,0.271889400921659,0.1359447004608295,0.00486431131592422,0.015140683315075718
3,Baker,879,586.0,481,651,526,711,6,475,750,469,739,478,740,476,739,470,749,501,756,0,472,753,1,610,788,624,814,222,276,229,275,509,727,487,704,534,752,534,699,780,735,651,897,649,872,1221,1666,341,816,530,762,649,774,450,498,8,486,483,13,448,514,440,516,448,511,2,480,490,8,451,501,481,502,628,738,794,784,867,352,0,629,535,667,531,25,576,617,433,445,438,400,423,312,594,240,462,314,413,317,407,287,520,238,335,393,333,400,384,300,559,989,489,1059,9.0,2876,2275,1177,0.5498901098901099,0.3986813186813187,0.007912087912087912,0.0,0.033846153846153845,0.7683516483516484,0.16131868131868132,0.07472527472527472,0.3586813186813187,0.3695836873406967,0.23619371282922685,0.20900594732370434,0.15632965165675447,0.0,0.0032472701365185786
4,Baldwin,9353,8986.0,7007,6853,7326,7415,212,6773,7986,6462,7826,6743,7784,6810,7693,6799,7917,6913,7986,81,6920,7707,161,8251,7973,8571,7902,3481,3474,3591,3445,7370,7840,7273,7475,7795,7737,7531,7676,8636,9104,9144,8906,8785,8876,16919,17379,4147,8781,6789,7798,7972,7699,4973,5118,341,5453,4998,177,5034,5409,4919,5504,4939,5178,270,5318,4975,209,5086,5342,4866,5528,7346,7880,8484,7589,5805,4907,320,5703,5104,5689,5133,380,5085,5689,3570,3534,3462,3089,3403,2819,4121,2569,3803,3680,3906,3498,3811,3362,5045,2389,3115,4421,3252,4106,3574,3592,8901,9149,8648,9402,392.0,43799,35732,15904,0.5469886936079704,0.39832643009067503,0.013601253778126049,0.0019870144408373445,0.023368409269002573,0.6643344900929139,0.1967983879995522,0.07757752154931154,0.193216164782268,0.2737047283702213,0.21843561368209255,0.3130658953722334,0.1618460764587525,0.026848591549295774,0.06537047097663923
5,Banks,9389,807.0,697,5824,771,6358,158,649,6612,620,6299,678,6490,613,6517,656,6608,606,6647,37,682,6469,125,803,6590,862,6591,390,2773,325,2847,643,6087,679,5958,646,6153,739,5970,900,7687,934,7800,901,7642,1683,14926,749,5912,674,5708,685,6136,494,3535,211,623,3592,110,506,3769,443,3858,464,3670,149,625,3584,121,553,3715,517,3791,786,4770,781,5357,747,3478,160,601,3707,593,3745,138,530,3770,554,2851,857,2365,732,2383,858,2467,811,2489,824,2454,935,2197,1865,1471,657,2698,640,2522,822,2335,828,7906,713,8021,290.0,18035,13900,6464,0.8947482014388489,0.022446043165467625,0.011294964028776978,0.005611510791366906,0.0518705035971223,0.6970503597122302,0.1476978417266187,0.06,0.21805755395683454,0.23963490099009901,0.17465965346534654,0.3589108910891089,0.19260519801980197,0.023360148514851485,0.029934653324016274
6,Barrow,30646,11430.0,7453,17946,8244,20136,893,7330,21835,7109,20814,7433,20959,7117,21081,7404,21723,7309,21833,288,7584,21100,595,8957,22850,9417,22660,2151,7151,2068,7266,6529,20410,6694,19649,6900,20161,7019,19913,9935,26964,10454,26805,10066,26317,18539,51752,5635,20973,5690,20281,6580,21108,3221,11686,1067,3746,11988,479,3372,12673,3230,12825,3222,12103,706,3746,11794,569,3525,12499,3233,12761,5261,17368,6028,18725,3630,11618,731,3314,12078,3401,11920,776,2970,12511,2296,6920,2341,6218,2248,5846,2142,6796,1983,6578,2213,6255,2116,6091,3672,4873,1762,7093,1880,6349,2097,6045,11046,26213,11628,25631,1602.0,83505,62195,28576,0.7151217943564595,0.12164965029343194,0.038540075568775624,0.004598440389098802,0.10814374145831658,0.7756089717822976,0.18366428169467,0.06896052737358309,0.16670150333628106,0.13822788353863383,0.2156005039193729,0.3657964725643897,0.239256718924972,0.0377939529675252,0.20021530848094832
7,Bartow,42809,12466.0,8550,26750,9349,29361,1053,8238,31367,7883,30051,8394,30353,8049,30280,8312,31255,8138,31528,300,8523,30504,720,10378,32108,10911,31983,2923,10213,2740,10441,8113,28393,8658,28153,8512,28368,8755,27795,11501,37944,12073,37595,11645,36931,21653,72643,7297,29213,7280,28018,8200,29852,4686,16416,1382,5431,16823,604,4877,17704,4615,17992,4630,16996,927,5611,16407,726,5014,17587,4674,17846,7495,24937,8387,26844,5565,16673,973,5237,17006,5577,16642,1161,4448,18018,3775,11451,4258,9924,4282,9266,3780,11064,3994,10909,4382,10347,4360,9944,7666,7187,3557,11761,3583,10779,4164,10066,12345,37323,12563,37105,1936.0,108901,83570,38719,0.7788919468708867,0.10357783893741773,0.011391647720473854,0.004714610506162498,0.0815723345698217,0.7569103745363168,0.17322005504367596,0.057137728850065815,0.18348689721191816,0.17601177716366642,0.21108499702988198,0.34440455590278674,0.2246700586275472,0.040884320359513414,0.0916257061172428
8,Ben Hill,4228,2195.0,1717,3023,1766,3235,35,1617,3445,1575,3326,1630,3345,1656,3323,1666,3366,1680,3413,0,1677,3324,14,2121,3540,2193,3532,772,1291,787,1299,1867,3587,1813,3400,1983,3538,1959,3441,2225,4168,2393,4110,2284,4077,4425,7968,1216,3878,1739,3589,2101,3740,1287,2076,47,1403,2043,30,1324,2138,1316,2143,1323,2052,39,1464,1901,38,1350,2108,1385,2065,2375,3314,2512,3395,2073,1758,32,1763,2010,1757,2013,70,1453,2313,752,1262,852,1022,868,935,1034,906,932,1216,972,1150,903,1152,1259,865,742,1408,783,1309,899,1172,2395,4108,2308,4195,58.0,17194,13165,7009,0.5750854538549184,0.3500189897455374,0.006912267375617166,0.0044056209646790735,0.049601215343714394,0.7460691226737561,0.09570831750854539,0.020432966198252942,0.23463729586023546,0.3314310172635183,0.3193037523184477,0.23341418176630047,0.08446283349978599,0.009844485661292623,0.02654263431863511
9,Berrien,6770,1147.0,843,4707,909,5002,27,780,5185,715,5008,797,5072,770,5109,774,5186,772,5209,2,816,5096,8,1088,5524,1145,5538,309,1998,322,2002,879,5248,864,5066,900,5313,968,5138,1146,6348,1269,6419,1204,6287,2191,12465,805,5275,895,5061,1047,5421,734,2799,120,818,2818,72,767,2942,745,2943,732,2850,57,886,2697,89,776,2920,749,2959,1328,4393,1273,4844,1479,2423,57,1071,2762,1159,2683,134,823,3012,784,2780,1103,2212,1157,1983,899,2519,1238,1713,1111,1806,1167,1655,1542,1432,823,2159,815,2095,1051,1760,1212,6476,1055,6633,131.0,18160,13690,6650,0.8260043827611395,0.10270270270270271,0.004601899196493791,0.0024835646457268077,0.045434623813002194,0.7423666910153397,0.12081811541271001,0.03674214755295836,0.23462381300219137,0.28842105263157897,0.2493233082706767,0.3094736842105263,0.13428571428571429,0.004511278195488722,0.015465453957061222
10,Bibb,26452,41188.0,31018,18342,33105,20203,699,31116,22509,30054,22543,31264,21538,30879,21504,31199,22290,31514,22396,208,31583,21538,599,38578,24176,39973,23571,14004,9077,14189,9059,35257,24176,35005,22648,37063,23240,36225,23183,43000,26348,43465,26601,41925,26661,81194,52889,21263,30795,31531,25615,36784,24057,23093,17763,1198,24898,17576,416,23300,18903,23041,18999,23096,18006,915,24550,17450,558,23584,18541,23145,18675,34969,29125,38581,25629,25055,17691,1048,26068,17271,25046,17770,1363,23149,20079,17667,15483,16609,14812,16535,13131,21456,11020,14003,14818,15699,13021,14824,13093,19899,8878,11786,17451,12703,15947,14076,13689,43794,26272,43957,26109,1191.0,157346,120902,59539,0.4023341218507552,0.5179236075499165,0.021521562918727564,0.002431721559610263,0.03915567980678566,0.738813253709616,0.22210550693950473,0.10696266397578204,0.20584440290483202,0.2980063487797914,0.25097835032499705,0.24528460336922017,0.15715749340768237,0.044323888543643664,0.24360171229960598
11,Bleckley,4707,1239.0,1011,3456,1039,3675,37,895,3865,865,3723,903,3769,872,3769,903,3848,882,3886,7,945,3753,28,1129,3919,1213,3897,333,1526,343,1533,957,3778,978,3667,1002,3815,1021,3691,1240,4347,1312,4328,1248,4280,2405,8415,724,3708,923,3697,1101,3718,757,2331,78,872,2336,37,790,2423,782,2446,765,2350,50,908,2255,51,808,2382,771,2433,1236,3269,1268,3587,1034,2124,51,1165,2069,1021,2202,68,785,2426,592,1749,737,1503,746,1230,1185,1098,709,1705,774,1630,749,1502,1168,1240,535,1893,491,1889,635,1606,1242,4398,1158,4482,79.0,12583,9613,4336,0.7435764069489234,0.20701133881202538,0.013315302194944346,0.0013523353791740351,0.03235202330177884,0.7580359929262457,0.14022677624050764,0.059918859877249556,0.22875273067720794,0.2790590405904059,0.22624538745387454,0.30996309963099633,0.14690959409594095,0.0253690036900369,0.022506014183636056
12,Brantley,7654,630.0,467,5039,477,5275,62,444,5379,384,5205,415,5334,425,5311,450,5354,393,5417,18,459,5298,36,600,5931,613,5999,151,1704,154,1708,532,5044,488,4915,461,5198,556,4995,662,6750,699,6991,688,6813,1290,12966,617,5061,611,4845,619,5568,411,2365,132,465,2459,41,459,2519,474,2489,440,2383,93,567,2306,80,471,2468,469,2477,966,4134,939,4964,629,2486,123,527,2565,680,2539,104,500,2636,702,3421,972,2825,1170,2321,796,3246,905,1653,824,1678,833,1559,1276,1231,805,1727,695,1765,792,1612,516,7174,277,7413,195.0,18021,13692,6570,0.9203914694712241,0.03009056383289512,0.002775343266140812,0.004016944200993281,0.015483494011101374,0.7391907683318726,0.054630441133508616,0.03308501314636284,0.21406660823838738,0.39223744292237445,0.213089802130898,0.26605783866057836,0.12343987823439878,0.0,0.01569824114540277
13,Brooks,4527,2572.0,1844,3209,1998,3527,36,1889,3651,1790,3582,1882,3550,1868,3575,1891,3625,1958,3644,10,1910,3566,28,2389,3749,2455,3761,644,1311,651,1320,2067,3517,1989,3380,2187,3511,2119,3444,2601,4226,2790,4259,2606,4251,5123,8200,1287,3924,2092,3464,2527,3702,1924,2533,104,2013,2563,36,1955,2665,1965,2647,1962,2533,58,2113,2448,49,1958,2636,1887,2758,2544,3629,3139,3554,2366,2449,84,2212,2547,2586,2373,118,2191,2686,1214,1960,1083,1793,1178,1469,1838,1128,1265,1463,1239,1381,1227,1304,1558,1131,1044,1608,991,1655,1156,1386,2651,4398,2519,4530,85.0,16301,12747,6074,0.5997489605397348,0.3326272848513376,0.004628540048638895,0.003216443084647368,0.04981564289636777,0.7323291754922727,0.14811328155644465,0.048403545932376245,0.23676159096257943,0.36845571287454726,0.2107342772472835,0.2769180111952585,0.09301942706618374,0.0270003292723082,0.01276161666455291
14,Bryan,16348,7408.0,5195,10243,5403,11142,379,4698,12090,4361,11924,4736,11742,4609,11669,4672,12074,4677,12187,107,4836,11734,289,5703,12711,6009,12596,1547,3300,1648,3246,4096,10646,4195,10249,4313,10508,4289,10437,6135,14767,6739,14245,6497,14068,11849,27883,2766,11090,3216,10489,4014,10530,1901,5596,390,2217,5628,165,1974,5961,1932,5991,1960,5668,280,2219,5516,217,1982,5931,1928,5931,3190,9228,3706,9559,2072,5453,344,1957,5626,1988,5490,457,1618,6023,1478,4290,1672,3616,1530,3532,1099,4535,1448,3509,1485,3375,1499,3221,2352,2491,1305,3662,1270,3544,1425,3281,6985,13999,7373,13611,762.0,44738,31828,15309,0.7395060952620335,0.14424406183234886,0.02409827824556994,0.0038331029282392863,0.06029282392861631,0.8124607264044238,0.29989317582003266,0.11056302626618073,0.1471660173432198,0.12195440590502318,0.1271800901430531,0.36083349663596576,0.2982559278855575,0.08975112678816383,0.039476389434255285
15,Bulloch,20515,11320.0,7766,13561,8194,14857,387,7262,16010,6796,15769,7310,15487,7160,15544,7259,15961,7351,16066,98,7422,15569,293,9413,16431,9847,16287,3251,5647,3642,5366,8008,15179,8165,14522,8630,14847,8359,14761,10688,18813,11242,18385,10845,18231,20021,36468,5808,16953,7737,15529,9260,15096,4393,8781,533,5065,8622,184,4475,9269,4407,9370,4602,8805,330,4896,8688,228,4509,9214,4365,9335,8111,14821,9592,14173,5018,8816,335,4778,9182,4977,8852,486,4175,9767,5261,8748,5351,7802,5157,7336,6958,6656,3407,6551,3599,6309,3653,6041,5235,4677,2894,7112,2883,6944,3247,6354,11084,18543,10855,18772,662.0,81099,64494,30237,0.6475951251279188,0.2709709430334605,0.016187552330449346,0.0025893881601389275,0.04684156665736348,0.6339814556392843,0.20296461686358422,0.0807516978323565,0.14761063044624306,0.2655025300128981,0.22875946687832788,0.30601580844660514,0.1620531137348282,0.032410622746965635,0.04632269783063162
16,Burke,5962,4913.0,3778,4148,3884,4462,72,3639,4687,3515,4575,3592,4567,3640,4539,3669,4632,3720,4685,27,3691,4561,52,4543,4784,4694,4803,1872,2028,2093,1921,4126,4410,3970,4266,4270,4409,4234,4272,4959,5473,5208,5399,4989,5406,9775,10383,2265,5202,4067,4448,4731,4490,2839,2849,158,3054,2798,75,2882,2978,2862,2983,2830,2872,107,2943,2832,53,2863,2976,2856,2972,4526,4377,5405,4301,3176,2732,99,3067,2868,3292,2765,100,2855,3097,2547,2036,2370,1804,2512,1572,2903,1488,1978,2080,1962,2010,1980,1865,2638,1332,1789,2211,1827,2172,1895,1979,4817,5790,4516,6091,144.0,24596,18778,8925,0.516402172755352,0.43359250186388326,0.003994035573543509,0.002822451805304079,0.026307380977739908,0.6969325806795186,0.12360208754925978,0.02944935562892747,0.206518266056023,0.253109243697479,0.27372549019607845,0.24425770308123249,0.17792717086834733,0.030140056022408962,0.011482688898775774
17,Butts,9109,3545.0,2496,6222,2666,6785,182,2438,7146,2335,6905,2334,7110,2378,7005,2435,7135,2419,7223,40,2487,6999,105,2864,7238,3026,7183,913,2732,881,2780,2345,6337,2310,6198,2450,6357,2437,6223,3111,8320,3273,8406,3128,8329,5990,16235,1615,6866,2167,6321,2566,6717,1740,4068,240,1879,4137,131,1744,4327,1706,4359,1707,4183,176,1969,3993,143,1813,4245,1699,4359,2435,6090,2968,6306,1975,3917,205,1871,4035,1983,3972,226,1678,4278,697,1491,726,1290,722,1217,910,1187,1103,1860,1141,1794,1144,1694,1665,1264,955,2051,1001,1876,1070,1768,2981,8698,3425,8254,313.0,25434,20360,8628,0.6700884086444008,0.27072691552062866,0.004469548133595285,0.0019155206286836934,0.027455795677799606,0.7107072691552063,0.10609037328094302,0.03664047151277014,0.19720039292730845,0.18231339823829393,0.3184979137691238,0.2765414928140936,0.19274455261937876,0.022253129346314324,0.05346096365940864
18,Calhoun,902,1140.0,925,663,963,724,6,896,783,864,781,897,760,899,763,894,778,919,793,2,916,768,1,1161,836,1206,825,401,314,419,312,1040,819,1003,778,1083,809,1062,797,1465,693,1259,922,1210,932,2361,1798,655,987,1006,862,1179,830,794,624,18,827,617,9,787,665,796,656,778,654,4,819,612,9,791,648,769,674,1103,991,1298,882,1287,341,11,988,604,1022,600,7,936,677,893,606,867,560,891,468,1178,284,696,398,641,426,641,400,764,316,490,588,525,552,599,429,1198,983,1129,1052,10.0,5573,4687,1462,0.33624919991465757,0.633667591209729,0.0034136974610625135,0.0017068487305312568,0.01920204821847664,0.6838062726690847,0.10027736291871132,0.030936633240879027,0.18754000426712183,0.30984952120383036,0.23803009575923392,0.30437756497948015,0.0759233926128591,0.0253077975376197,0.0076743423861104455
19,Camden,17475,8010.0,5604,10822,5758,11698,417,5298,12455,4837,12292,5267,12116,5144,12071,5285,12437,5264,12495,171,5336,12152,316,6666,13010,6807,13063,2074,3766,2061,3819,5503,11263,5494,10935,5726,11140,5676,11080,7716,15221,7967,15251,7467,14987,14315,29272,4010,12797,5097,11455,5930,12310,2839,6371,515,3069,6637,149,2941,6868,2997,6780,2923,6483,354,3063,6399,278,2941,6824,2884,6830,5010,11519,6376,11343,3117,6449,378,3093,6433,3340,6341,324,3001,6581,2609,5618,2282,5091,2507,5050,2429,5453,2127,4397,2274,4120,2292,4005,2855,3474,2253,4204,2042,4297,2269,3956,7891,15327,7807,15411,739.0,54768,41808,20281,0.7226128970531955,0.17326827401454267,0.017149827784156142,0.004712016838882511,0.058768656716417914,0.770546306926904,0.1845818982013012,0.07192403367776502,0.17826731725985456,0.1864306493762635,0.2340121295794093,0.2980622257285144,0.23894285291652284,0.033183768058774224,0.033546202592897034
20,Candler,3353,1165.0,940,2341,950,2552,24,862,2660,832,2602,868,2618,868,2615,882,2636,885,2665,0,896,2601,3,1066,2791,1132,2788,423,975,484,927,917,2540,896,2461,964,2560,957,2487,1175,3143,1269,3133,1232,3076,2304,6067,600,2684,854,2588,1027,2664,627,1494,38,717,1458,11,626,1567,613,1584,644,1499,9,714,1449,9,656,1529,640,1541,992,2195,1157,2344,766,1442,43,755,1479,736,1470,77,610,1626,584,972,630,797,606,709,891,605,588,1026,622,960,568,946,847,745,503,1099,499,1083,560,950,1236,3166,1206,3196,46.0,10981,8241,4033,0.6491930590947701,0.23880597014925373,0.005096468875136513,0.0036403349108117948,0.10132265501759495,0.6939691784977551,0.11297172673219269,0.029850746268656716,0.23759252517898313,0.3550706669972725,0.2286139350359534,0.23679642945697993,0.1559633027522936,0.005950905033473841,0.017443171890140264
21,Carroll,41084,17244.0,11990,27560,12581,29838,1087,11346,31953,10813,30960,11503,30860,11003,31171,11336,31907,11257,32095,293,11620,31161,675,14122,32613,14820,32339,4151,10628,3944,10905,11570,29524,11767,28527,12179,29205,12300,28786,15038,38035,16238,37475,15550,36997,29294,73008,9100,31302,10867,29044,12464,30029,6957,17560,1320,7856,17651,712,6996,18945,6747,19212,6781,18172,946,7896,17419,749,7192,18720,6695,19159,11029,27197,12687,28279,7958,18199,1093,7539,18796,7863,18371,1221,6671,19783,5396,12849,5665,11375,5695,10640,5310,12154,5223,12618,5787,12019,5664,11728,9279,8675,4754,13579,4600,12838,5422,11817,15737,37976,15191,38522,1840.0,119148,90996,42728,0.7131082684953185,0.18399709877357245,0.009439975383533342,0.004165018242560112,0.06735460899380193,0.7063936876346213,0.17580992571102028,0.06246428414435799,0.1736449953844125,0.19589028271859202,0.22573020033701555,0.3217328215689946,0.2119921363040629,0.04203332709230481,0.09216524271619358
22,Catoosa,27079,6679.0,4814,16891,5281,18563,558,4493,19826,3905,19522,4582,19277,4474,19193,4478,19797,4255,20009,224,4715,19255,397,5707,21776,5984,21792,1095,4846,1100,4870,4398,19000,4556,18311,4591,18881,4590,18737,6675,24765,6932,25167,6599,24572,12105,48354,4077,20486,4121,18888,4771,20877,2661,10279,742,2856,10695,398,2817,10966,2882,10819,2700,10427,563,3349,10123,449,2830,10888,2625,11102,4473,17169,5365,17858,2643,10190,567,2643,10197,2926,10192,493,2388,10381,2501,7407,2815,6333,2887,5941,2848,6760,1746,7551,2464,6528,2691,6151,3652,5302,2530,6516,2178,6815,2598,6182,7218,24881,7427,24672,1095.0,67872,52448,25599,0.8952295607077486,0.02633084197681513,0.014624008541793777,0.0037370347773032337,0.028447223917022573,0.8038247406955461,0.19928309945088468,0.06488331299572911,0.22723459426479561,0.17242861049259736,0.2374702136802219,0.3436071721551623,0.19805461150826204,0.04605648658150709,0.16160192383242658
23,Charlton,3534,999.0,730,2376,780,2553,22,718,2632,663,2576,719,2584,709,2589,715,2631,728,2654,5,717,2604,13,934,2913,952,2947,263,895,263,895,787,2527,754,2431,821,2534,810,2483,985,3358,1102,3419,1016,3357,1976,6406,652,2746,872,2489,1003,2951,580,1343,67,585,1396,29,588,1423,621,1382,592,1344,36,658,1287,45,593,1395,592,1410,963,2236,1197,2527,692,1357,64,676,1374,715,1376,58,645,1424,567,1463,511,1284,636,1073,541,1332,558,862,567,835,571,802,742,662,535,878,488,914,525,850,1046,3475,981,3540,81.0,12518,10135,3899,0.7032067094227923,0.2040453872718303,0.009768130241736556,0.003946719289590528,0.19447459299457326,0.7402072027627035,0.11258016773556981,0.030093734583127776,0.19338924518993586,0.2980251346499102,0.21364452423698385,0.30802769941010516,0.12926391382405744,0.01615798922800718,0.006195744546057031
24,Chatham,56147,80440.0,59759,36753,62996,41188,1816,57874,46939,54902,47588,58457,44009,57246,44266,57967,46545,58977,46592,658,59020,44488,1747,70128,49661,72549,48706,26537,16669,27683,15936,58180,43278,57744,40988,61059,41424,59424,41929,73739,56934,78254,53236,75873,52988,143493,106462,35199,59706,52146,49740,62290,45687,34615,30833,2779,37935,30564,1050,35351,33279,35279,33304,35101,31133,2047,36302,30996,1417,35392,33082,34829,32944,49741,52556,60246,47203,35361,29946,2318,34268,31871,34167,30699,3037,32126,34200,29470,25600,27077,23219,26303,21857,28980,24310,20682,25491,22271,23173,22333,22272,27060,17926,19939,26017,19328,25970,21342,22757,78955,52535,79504,51986,3507.0,295291,234715,116098,0.5207038323072662,0.3479325991095584,0.038740600302494516,0.003681060008947021,0.07051530579639137,0.7756087169546045,0.30713844449651706,0.12310248599365188,0.19724772596553267,0.18605833003152508,0.21636031628451824,0.3178349325569777,0.21146789781047046,0.06565143241054971,0.2632477001897973
25,Chattahoochee,961,694.0,433,468,452,538,16,424,573,405,571,417,561,417,558,419,578,426,582,6,425,561,4,578,706,601,721,149,203,151,205,483,590,467,574,494,603,490,577,715,813,666,879,636,850,1158,1657,392,754,508,700,594,751,330,341,18,350,335,13,346,348,335,356,331,340,14,364,309,11,347,344,336,352,650,749,729,735,357,335,24,324,366,356,344,19,315,383,433,467,452,362,401,361,525,313,464,574,435,547,475,486,666,322,344,664,360,626,419,529,641,904,595,950,31.0,9565,7199,2852,0.6434226975968884,0.15543825531323796,0.03639394360327823,0.005556327267676066,0.1611334907626059,0.6463397694124184,0.16196693985275734,0.0586192526739825,0.0504236699541603,0.24088359046283309,0.2717391304347826,0.3320476858345021,0.14130434782608695,0.0070126227208976155,0.014847251046603139
26,Chattooga,8607,1712.0,1343,5501,1513,5976,165,1267,6358,1164,6208,1314,6150,1268,6206,1258,6347,1192,6472,7,1318,6215,48,1587,6541,1686,6550,536,1655,516,1682,1424,5842,1509,5612,1444,5935,1525,5701,1825,7276,1808,7652,1833,7378,3413,14281,1240,6339,1621,5826,1613,6461,1393,3097,248,1466,3138,196,1446,3289,1371,3358,1358,3194,175,1774,2857,192,1475,3244,1314,3428,2100,4732,2117,5049,1739,2893,199,1625,3036,1656,3028,263,1399,3300,1346,3362,1912,2504,1993,2210,1593,2917,1723,2357,1814,2166,1872,1977,2737,1289,1431,2647,1297,2668,1691,2207,1557,7903,1210,8250,347.0,24965,19416,9460,0.8240626287597858,0.10748866913885455,0.004068809229501442,0.003553770086526576,0.037752369180057685,0.6443139678615575,0.09785743716522456,0.03898846312319736,0.23217964565306964,0.31522198731501055,0.31997885835095136,0.2571881606765328,0.08742071881606765,0.006448202959830867,0.030763524429060288
